timestamp,source,sessionID,current_function,current_command,filename,parent_id,current_id,x,y,distance,direction,distance_moved,instruction_pointer,stack_pointer,frame_pointer,rax,rbx,rcx,rdx,rsi,call_depthobstructed?call_depth,response_time(ns)
20260723-002441,server,CLI-20260723-002438,handle_request()RECEIVED_MOVE,move, ,1,11,1.48299,1.51542,1.34072,0.898005,1.5,110634866064550,140726360499144,140726360499152,140726360499280,140726360499280,130134676463744,3,140726360500248,n/a,11, 
20260723-002502,server,CLI-20260723-002459,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,4106.57,-0.4484,0,106220804132006,140724827358536,140724827358544,140724827358672,140724827358672,128427500363904,3,140724827359640,n/a,2, 
20260723-002502,server,CLI-20260723-002459,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,6835.12,-2.593,0,106220804132006,140724827358536,140724827358544,140724827358672,140724827358672,128427500363904,3,140724827359640,n/a,3, 
20260723-002502,server,CLI-20260723-002459,handle_request()RECEIVED_MOVE,move, ,1,4,0,0,2238.33,0.983407,0,106220804132006,140724827358536,140724827358544,140724827358672,140724827358672,128427500363904,3,140724827359640,n/a,4, 
20260723-002502,server,CLI-20260723-002459,handle_request()RECEIVED_MOVE,move, ,1,5,66.5582,99.9701,6475.26,1.77222,120.1,106220804132006,140724827358536,140724827358544,140724827358672,140724827358672,128427500363904,3,140724827359640,n/a,5, 
20260723-002502,server,CLI-20260723-002459,handle_request()RECEIVED_MOVE,move, ,1,6,66.5582,99.9701,6647.12,-1.24431,0,106220804132006,140724827358536,140724827358544,140724827358672,140724827358672,128427500363904,3,140724827359640,n/a,6, 
20260723-002502,server,CLI-20260723-002459,handle_request()RECEIVED_MOVE,move, ,1,7,99.9934,1.22724,1.42629,-1.35923,104.25,106220804132006,140724827358536,140724827358544,140724827358672,140724827358672,128427500363904,3,140724827359640,n/a,7, 
20260723-002502,server,CLI-20260723-002459,handle_request()RECEIVED_MOVE,move, ,1,8,99.9934,1.22724,1.09035,2.16875,0,106220804132006,140724827358536,140724827358544,140724827358672,140724827358672,128427500363904,3,140724827359640,n/a,8, 
20260723-002502,server,CLI-20260723-002459,handle_request()RECEIVED_MOVE,move, ,1,9,99.3742,2.13638,0.228667,2.2297,1.1,106220804132006,140724827358536,140724827358544,140724827358672,140724827358672,128427500363904,3,140724827359640,n/a,9, 
20260723-002502,server,CLI-20260723-002459,handle_request()RECEIVED_MOVE,move, ,1,11,99.2211,2.33405,1.43303,0.124058,0.25,106220804132006,140724827358536,140724827358544,140724827358672,140724827358672,128427500363904,3,140724827359640,n/a,11, 
20260723-002518,server,CLI-20260723-002515,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,6008.48,1.02956,0,110535981841574,140726214132008,140726214132016,140726214132144,140726214132144,127569284948096,3,140726214133112,n/a,2, 
20260723-002518,server,CLI-20260723-002515,handle_request()RECEIVED_MOVE,move, ,1,3,60.0978,99.9774,1101.2,2.57833,116.65,110535981841574,140726214132008,140726214132016,140726214132144,140726214132144,127569284948096,3,140726214133112,n/a,3, 
20260723-002518,server,CLI-20260723-002515,handle_request()RECEIVED_MOVE,move, ,1,4,60.0978,99.9774,2538.28,1.87582,0,110535981841574,140726214132008,140726214132016,140726214132144,140726214132144,127569284948096,3,140726214133112,n/a,4, 
20260723-002518,server,CLI-20260723-002515,handle_request()RECEIVED_MOVE,move, ,1,5,60.0978,99.9774,5557.15,-2.95655,0,110535981841574,140726214132008,140726214132016,140726214132144,140726214132144,127569284948096,3,140726214133112,n/a,5, 
20260723-002518,server,CLI-20260723-002515,handle_request()RECEIVED_MOVE,move, ,1,6,0.0409258,88.7355,3032.96,1.5891,61.1,110535981841574,140726214132008,140726214132016,140726214132144,140726214132144,127569284948096,3,140726214133112,n/a,6, 
20260723-002518,server,CLI-20260723-002515,handle_request()RECEIVED_MOVE,move, ,1,7,0.000666535,90.9351,1.49327,2.09543,2.2,110535981841574,140726214132008,140726214132016,140726214132144,140726214132144,127569284948096,3,140726214133112,n/a,7, 
20260723-002518,server,CLI-20260723-002515,handle_request()RECEIVED_MOVE,move, ,1,8,0.000666535,90.9351,1.99552,0.95665,0,110535981841574,140726214132008,140726214132016,140726214132144,140726214132144,127569284948096,3,140726214133112,n/a,8, 
20260723-002518,server,CLI-20260723-002515,handle_request()RECEIVED_MOVE,move, ,1,9,1.15319,92.5697,0.43743,-2.89229,2,110535981841574,140726214132008,140726214132016,140726214132144,140726214132144,127569284948096,3,140726214133112,n/a,9, 
20260723-002532,server,CLI-20260723-002532,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,8042.04,1.59819,0,97382543379622,140727151368632,140727151368640,140727151368768,140727151368768,129342974320768,3,140727151369736,n/a,2, 
20260723-002532,server,CLI-20260723-002532,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,6666.65,2.54015,0,97382543379622,140727151368632,140727151368640,140727151368768,140727151368768,129342974320768,3,140727151369736,n/a,3, 
20260723-002532,server,CLI-20260723-002532,handle_request()RECEIVED_MOVE,move, ,1,4,0,0,9771.31,0.741709,0,97382543379622,140727151368632,140727151368640,140727151368768,140727151368768,129342974320768,3,140727151369736,n/a,4, 
20260723-002532,server,CLI-20260723-002532,handle_request()RECEIVED_MOVE,move, ,1,5,99.9799,91.6044,2392.14,-0.730769,135.6,97382543379622,140727151368632,140727151368640,140727151368768,140727151368768,129342974320768,3,140727151369736,n/a,5, 
20260723-002532,server,CLI-20260723-002532,handle_request()RECEIVED_MOVE,move, ,1,6,99.9799,91.6044,1444.38,1.12865,0,97382543379622,140727151368632,140727151368640,140727151368768,140727151368768,129342974320768,3,140727151369736,n/a,6, 
20260723-002532,server,CLI-20260723-002532,handle_request()RECEIVED_MOVE,move, ,1,8,99.9799,91.6044,1.86962,1.6082,0,97382543379622,140727151368632,140727151368640,140727151368768,140727151368768,129342974320768,3,140727151369736,n/a,8, 
20260723-002532,server,CLI-20260723-002532,handle_request()RECEIVED_MOVE,move, ,1,9,99.9089,93.5031,1.60163,-0.015517,1.9,97382543379622,140727151368632,140727151368640,140727151368768,140727151368768,129342974320768,3,140727151369736,n/a,9, 
20260723-002532,server,CLI-20260723-002532,handle_request()RECEIVED_MOVE,move, ,1,10,99.9589,93.5023,1.22921,2.16251,0.05,97382543379622,140727151368632,140727151368640,140727151368768,140727151368768,129342974320768,3,140727151369736,n/a,10, 
20260723-002532,server,CLI-20260723-002532,handle_request()RECEIVED_MOVE,move, ,1,11,99.2616,94.5398,1.80123,0.933635,1.25,97382543379622,140727151368632,140727151368640,140727151368768,140727151368768,129342974320768,3,140727151369736,n/a,11, 
20260723-002548,server,CLI-20260723-002546,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,2747.44,1.10643,0,95789400591526,140732617165352,140732617165360,140732617165488,140732617165488,139417099034752,3,140732617166456,n/a,2, 
20260723-002548,server,CLI-20260723-002546,handle_request()RECEIVED_MOVE,move, ,1,3,50.0708,99.9608,1846.91,-2.49999,111.8,95789400591526,140732617165352,140732617165360,140732617165488,140732617165488,139417099034752,3,140732617166456,n/a,3, 
20260723-002548,server,CLI-20260723-002546,handle_request()RECEIVED_MOVE,move, ,1,4,0.0397496,62.5857,7156.33,-2.81023,62.45,95789400591526,140732617165352,140732617165360,140732617165488,140732617165488,139417099034752,3,140732617166456,n/a,4, 
20260723-002548,server,CLI-20260723-002546,handle_request()RECEIVED_MOVE,move, ,1,5,0.0397496,62.5857,5206.15,1.72034,0,95789400591526,140732617165352,140732617165360,140732617165488,140732617165488,139417099034752,3,140732617166456,n/a,5, 
20260723-002548,server,CLI-20260723-002546,handle_request()RECEIVED_MOVE,move, ,1,6,0.00250237,62.8329,3753.25,-2.887,0.25,95789400591526,140732617165352,140732617165360,140732617165488,140732617165488,139417099034752,3,140732617166456,n/a,6, 
20260723-002548,server,CLI-20260723-002546,handle_request()RECEIVED_MOVE,move, ,1,8,0.00250237,62.8329,1.38665,-0.632017,0,95789400591526,140732617165352,140732617165360,140732617165488,140732617165488,139417099034752,3,140732617166456,n/a,8, 
20260723-002548,server,CLI-20260723-002546,handle_request()RECEIVED_MOVE,move, ,1,9,1.13207,62.0058,1.55421,2.39244,1.4,95789400591526,140732617165352,140732617165360,140732617165488,140732617165488,139417099034752,3,140732617166456,n/a,9, 
20260723-002548,server,CLI-20260723-002546,handle_request()RECEIVED_MOVE,move, ,1,10,0.0336736,63.0274,1.32535,1.70878,1.5,95789400591526,140732617165352,140732617165360,140732617165488,140732617165488,139417099034752,3,140732617166456,n/a,10, 
20260723-002548,server,CLI-20260723-002546,handle_request()RECEIVED_MOVE,move, ,1,11,0.00616436,63.2255,1.35378,-0.184743,0.2,95789400591526,140732617165352,140732617165360,140732617165488,140732617165488,139417099034752,3,140732617166456,n/a,11, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,2839.24,3.06086,0,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,2, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,3,0,0,5098.79,-0.384742,0,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,3, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,4,0,0,762.197,1.54902,0,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,4, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,5,2.17736,99.9763,8802.85,-0.651508,100,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,5, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,6,99.9833,25.3908,568.08,-0.44372,123,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,6, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,7,99.9833,25.3908,0.222088,-1.08502,0,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,7, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,8,99.9833,25.3908,0.267722,1.34267,0,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,8, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,9,99.9946,25.4395,0.674616,-1.64422,0.05,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,9, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,10,99.9433,24.7414,1.40514,2.64967,0.7,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,10, 
20260723-002602,server,CLI-20260723-002602,handle_request()RECEIVED_MOVE,move, ,1,11,98.6652,25.4263,1.54885,0.556666,1.45,97076306902182,140723561269016,140723561269024,140723561269152,140723561269152,131676875907200,3,140723561270120,n/a,11, 
20260723-002629,server,CLI-20260723-002628,handle_request()RECEIVED_MOVE,move, ,1,8,0,0,0.1244,0.227464,0,96835564649638,140725632717656,140725632717664,140725632717792,140725632717792,137541473394816,3,140725632718760,n/a,3, 
20260723-002629,server,CLI-20260723-002628,handle_request()RECEIVED_MOVE,move, ,1,9,0.146136,0.0338261,1.71157,-2.1384,0.15,96835564649638,140725632717656,140725632717664,140725632717792,140725632717792,137541473394816,3,140725632718760,n/a,4, 
20260723-002629,server,CLI-20260723-002628,handle_request()RECEIVED_MOVE,move, ,1,10,0.146136,0.0338261,0.700903,-1.60119,0,96835564649638,140725632717656,140725632717664,140725632717792,140725632717792,137541473394816,3,140725632718760,n/a,5, 
20260723-002644,server,CLI-20260723-002642,handle_request()RECEIVED_MOVE,move, ,1,4,0,0,1,2,0,110270113287334,140727506716968,140727506716976,140727506717104,140727506717104,132632264958080,3,140727506718072,n/a,2, 
20260723-002645,server,CLI-20260723-002642,handle_request()RECEIVED_MOVE,move, ,1,8,0,0,0.248972,-2.86584,0,110270113287334,140727506716968,140727506716976,140727506717104,140727506717104,132632264958080,3,140727506718072,n/a,4, 
20260723-002645,server,CLI-20260723-002642,handle_request()RECEIVED_MOVE,move, ,1,9,0,0,0.296187,2.55479,0,110270113287334,140727506716968,140727506716976,140727506717104,140727506717104,132632264958080,3,140727506718072,n/a,5, 
20260723-002645,server,CLI-20260723-002642,handle_request()RECEIVED_MOVE,move, ,1,10,0,0,0.889743,-0.144995,0,110270113287334,140727506716968,140727506716976,140727506717104,140727506717104,132632264958080,3,140727506718072,n/a,6, 
20260723-002645,server,CLI-20260723-002642,handle_request()RECEIVED_MOVE,move, ,1,11,0,0,0.12165,-1.22461,0,110270113287334,140727506716968,140727506716976,140727506717104,140727506717104,132632264958080,3,140727506718072,n/a,7, 
20260723-002729,server,CLI-20260723-002726,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,1,2,0,103826554252454,140732271297976,140732271297984,140732271298112,140732271298112,129547272577152,3,140732271299080,n/a,2, 
20260723-002729,server,CLI-20260723-002726,handle_request()RECEIVED_MOVE,move, ,1,5,0,0,1,2,0,103826554252454,140732271297976,140732271297984,140732271298112,140732271298112,129547272577152,3,140732271299080,n/a,3, 
20260723-002729,server,CLI-20260723-002726,handle_request()RECEIVED_MOVE,move, ,1,6,0,0,1,2,0,103826554252454,140732271297976,140732271297984,140732271298112,140732271298112,129547272577152,3,140732271299080,n/a,4, 
20260723-002729,server,CLI-20260723-002726,handle_request()RECEIVED_MOVE,move, ,1,7,0,0,1.9231,-3.06275,0,103826554252454,140732271297976,140732271297984,140732271298112,140732271298112,129547272577152,3,140732271299080,n/a,5, 
20260723-002729,server,CLI-20260723-002726,handle_request()RECEIVED_MOVE,move, ,1,8,0,0,1.31,-0.412261,0,103826554252454,140732271297976,140732271297984,140732271298112,140732271298112,129547272577152,3,140732271299080,n/a,6, 
20260723-002729,server,CLI-20260723-002726,handle_request()RECEIVED_MOVE,move, ,1,9,0,0,1.60311,0.606356,0,103826554252454,140732271297976,140732271297984,140732271298112,140732271298112,129547272577152,3,140732271299080,n/a,7, 
20260723-002729,server,CLI-20260723-002726,handle_request()RECEIVED_MOVE,move, ,1,10,1.35585,0.940297,1.06519,-0.50582,1.65,103826554252454,140732271297976,140732271297984,140732271298112,140732271298112,129547272577152,3,140732271299080,n/a,8, 
20260723-002729,server,CLI-20260723-002726,handle_request()RECEIVED_MOVE,move, ,1,11,2.31811,0.40732,1.70232,0.913898,1.1,103826554252454,140732271297976,140732271297984,140732271298112,140732271298112,129547272577152,3,140732271299080,n/a,9, 
20260723-002744,server,CLI-20260723-002744,handle_request()RECEIVED_MOVE,move, ,1,7,0,0,0.812827,-2.68109,0,108477839936678,140723160212584,140723160212592,140723160212720,140723160212720,128814338924672,3,140723160213688,n/a,2, 
20260723-002744,server,CLI-20260723-002744,handle_request()RECEIVED_MOVE,move, ,1,8,0,0,1.16768,-1.02978,0,108477839936678,140723160212584,140723160212592,140723160212720,140723160212720,128814338924672,3,140723160213688,n/a,3, 
20260723-002744,server,CLI-20260723-002744,handle_request()RECEIVED_MOVE,move, ,1,11,0,0,0.075017,-0.930454,0,108477839936678,140723160212584,140723160212592,140723160212720,140723160212720,128814338924672,3,140723160213688,n/a,6, 
20260723-002805,server,CLI-20260723-002805,handle_request()RECEIVED_MOVE,move, ,1,4,0,0,1,2,0,96830436564134,140727668501144,140727668501152,140727668501280,140727668501280,129080473804928,3,140727668502248,n/a,2, 
20260723-002806,server,CLI-20260723-002805,handle_request()RECEIVED_MOVE,move, ,1,5,0,0,1,2,0,96830436564134,140727668501144,140727668501152,140727668501280,140727668501280,129080473804928,3,140727668502248,n/a,3, 
20260723-002806,server,CLI-20260723-002805,handle_request()RECEIVED_MOVE,move, ,1,7,0,0,1.984,2.91577,0,96830436564134,140727668501144,140727668501152,140727668501280,140727668501280,129080473804928,3,140727668502248,n/a,4, 
20260723-002806,server,CLI-20260723-002805,handle_request()RECEIVED_MOVE,move, ,1,8,0,0,0.505078,-0.101715,0,96830436564134,140727668501144,140727668501152,140727668501280,140727668501280,129080473804928,3,140727668502248,n/a,5, 
20260723-002806,server,CLI-20260723-002805,handle_request()RECEIVED_MOVE,move, ,1,10,0,0,0.916775,1.58116,0,96830436564134,140727668501144,140727668501152,140727668501280,140727668501280,129080473804928,3,140727668502248,n/a,7, 
20260723-002820,server,CLI-20260723-002820,handle_request()RECEIVED_MOVE,move, ,1,7,0,0,1.38568,2.85679,0,102371315829926,140733113561032,140733113561040,140733113561168,140733113561168,133886015824000,3,140733113562136,n/a,2, 
20260723-002820,server,CLI-20260723-002820,handle_request()RECEIVED_MOVE,move, ,1,8,0,0,0.050693,0.738806,0,102371315829926,140733113561032,140733113561040,140733113561168,140733113561168,133886015824000,3,140733113562136,n/a,3, 
20260723-002820,server,CLI-20260723-002820,handle_request()RECEIVED_MOVE,move, ,1,9,0.0739273,0.0673406,1.42875,-2.62068,0.1,102371315829926,140733113561032,140733113561040,140733113561168,140733113561168,133886015824000,3,140733113562136,n/a,4, 
20260723-002820,server,CLI-20260723-002820,handle_request()RECEIVED_MOVE,move, ,1,10,0.030559,0.0424571,1.60168,-0.769949,0.05,102371315829926,140733113561032,140733113561040,140733113561168,140733113561168,133886015824000,3,140733113562136,n/a,5, 
